2332894,2049
1601152,7969
124699,5174
1377186,16032
1569593,11399
750379,3197
983069,10728
63452,1264
2465662,16115
2124555,5921
183227,21108
1601783,14768
80055,15673
2293692,7019
2352586,22520
2527322,7781
2172301,18735
2307943,3930
1954411,28415
946102,13962
433636,909
1972040,4308
342510,1582
1807053,21205
1975681,7657
1680375,27042
52540,3127
202273,19726
1168143,16591
1206353,22972
978412,26389
2517833,9694
7921,4552
1043117,15411
1341505,15246
1834021,19188
152903,25326
1187937,7873
687573,6018
2632429,12646
185347,22355
152405,16842
2453282,6999
2119555,10646
1692069,9717
1302968,21156
430738,8237
1849621,14363
306564,971
2020157,17705
1155747,4852
2576015,14432
325451,25159
1902417,9072
1586184,16162
2070798,5795
1924109,24840
2297136,1275
2251050,12301
236149,327
2574827,8361
2128440,663
2337846,11392
2509533,2020
2342120,13164
2466950,24704
1232194,21709
123707,26982
1976522,24311
1939441,15644
2478700,17260
1287490,26770
2545049,9580
181843,12168
1521864,13753
788852,23224
587917,16139
1873377,4466
2011464,27235
1488719,17524
849144,20746
2312971,18716
2114260,24766
2207798,11752
822193,13937
2140917,1871
2083964,25503
881975,9406
953011,15882
1625343,9782
1746668,13619
1749706,16474
759737,1687
1091995,12535
1452283,26723
1572752,23514
1494821,7017
198609,21630
896753,7921
410924,24676
1568881,28854
46784,25324
971999,5159
208509,12773
1815541,4736
1097721,15285
430983,22734
2547458,21185
527891,21609
507094,1231
1481142,3092
2161891,28565
600590,22367
482113,1624
1586463,17208
1157950,21219
460258,12802
2464049,8121
1693179,17409
588285,18594
666431,22398
2152492,17204
1850399,5821
563168,13601
737081,7457
879760,6034
1676207,263
1558691,9262
745235,836
90362,12905
204808,10050
2347526,19852
1088005,10659
2511112,25025
2387205,27070
1288391,25488
1823915,28651
2171565,18494
875719,18417
1360090,18095
256656,291
1692459,28481
581989,21135
1077783,10491
1287550,16613
328646,11883
645846,28023
1670302,14658
511942,25091
910979,9181
1913186,28641
1288928,15613
698147,2296
2411778,28168
86298,6824
1611112,21464
1518071,4013
1425382,26909
1774590,9821
2629811,9154
487031,22317
1041042,9768
2186750,24406
1106378,7396
13462,27722
2624805,24792
1671947,22467
633251,19614
1993723,21166
2034654,9651
1951175,12662
1428028,21806
1401974,25993
579326,17155
1124877,23143
1982465,14886
1618153,4215
1571642,12884
1825128,26175
1381955,5831
857219,13874
886520,18758
1954817,21925
2106970,24386
1777553,27583
1978837,557
1743212,7957
885087,3787
831494,625
2315073,992
740716,2995
680928,1221
940264,15140
1794244,13406
1315827,20987
1458814,9863
454878,19021
529364,12441
543825,3350
898713,18710
638344,28523
40450,2649
1907148,28249
2371105,204
1578405,17921
1376939,15518
355487,25821
1055475,27184
1027280,12993
1030316,12709
513976,15699
1563935,14178
2589198,17562
1917585,8915
1965439,21935
2195426,13066
56225,15828
2450736,10460
662550,15767
460795,28633
2553792,22364
1702570,23119
102028,15384
2535512,17593
1333708,12470
1664953,22214
179995,24362
433120,6059
959834,13455
455334,14305
2633644,6902
1311189,4633
501497,4556
1952137,25954
1079722,4428
1823580,27572
2001750,27130
1740238,13968
2165686,8791
1730716,15215
1323848,4572
1932832,1422
2269654,3943
2068432,6093
2043085,21333
971977,19496
2484635,12462
2096868,739
59681,28604
1755138,15769
1805432,14344
2426395,7130
1243789,24490
1257387,6706
1876500,8155
302981,27264
526149,7710
1452454,5276
255960,15291
527592,16376
970306,8416
1476304,2229
979196,16940
1411722,5112
127079,9252
1467955,23425
2476668,3663
1581954,28866
1673078,26267
196915,3877
2105661,192
163875,27789
2003106,23532
2328825,24124
722983,13007
382393,2215
708630,26660
1529851,25990
862852,12055
2303319,7668
860520,6954
1479380,2055
887741,590
2237185,490
1438147,5874
234672,13217
1195601,27930
1308933,10696
1974302,23484
477388,24424
2307327,6655
1796298,26272
1109711,11873
818884,14231
989264,8930
843387,20896
1823259,24047
1520936,11705
737489,351
879967,12014
1200710,16039
2406705,2558
1658491,26053
1385988,4293
2136217,27133
2087499,7344
1365750,26292
1029224,26781
930968,459
153237,2105
504051,11397
1193636,14157
2419975,12266
2511101,26165
193925,25609
2421283,8835
2354051,6923
370222,2098
200235,27962
2274712,22888
771805,3244
661149,2485
2348692,349
1718002,1594
1293038,16020
958604,9691
2579003,13846
2270699,17930
2141429,16685
1627565,19048
668236,3379
1592222,20654
2180924,25201
813292,20788
2116941,6608
1024768,6276
2379494,15477
1519073,3157
2105357,28063
1439261,8093
71765,28345
221882,19657
1511008,22749
510103,12791
705645,1599
2483185,27034
1928574,6598
2281485,11087
651629,7634
1316922,19971
2175291,4324
2136494,28086
2200358,9983
136836,28646
2158747,11051
1122804,8846
2409015,4414
1829685,27181
825819,1523
1752955,25922
2463816,8019
1490053,28045
1220522,14359
554137,15984
341806,10756
1935358,9605
679042,1489
1861074,11032
2043617,26676
1950809,11885
1280761,2209
2364512,7651
2441830,19189
380992,25583
146987,24312
1114387,4819
199023,21315
125296,3296
2299517,25056
2468821,4641
971434,17404
1366312,27311
188809,26952
2333226,7961
465967,11376
73989,863
446056,16553
2137254,23140
1850353,5118
1116377,24482
97608,24149
559119,7083
1000380,22331
1317086,14053
1054140,5633
1859109,1897
895691,14430
2126810,20669
2412698,8648
2223033,23450
481862,3505
1451879,22306
1078644,11726
1820855,5178
2429925,19518
273945,14105
2270611,4924
1507631,27506
1971798,1566
1396960,28938
1628880,27473
1568758,28442
1459971,10502
921286,1936
173086,20385
826409,3325
2477965,24794
648874,16821
1430920,15507
1456369,14919
2474661,11042
1840435,225
853918,9946
1381392,17074
2095697,858
215281,20942
2284358,21993
2054215,16834
916727,9661
923069,12161
2245932,9296
809943,22538
1288714,4204
1725588,19870
1651512,25408
1913696,458
1743756,7839
1725567,28343
1185461,15737
388122,7626
559893,8127
878080,15718
1101516,11549
71743,11881
1959049,15552
2301123,25493
2505593,23242
677031,9856
999378,3755
1384348,9452
55675,16061
1596876,2540
1343223,24864
492810,16866
1921243,22320
1364283,21974
2643855,28877
2508312,14673
1900854,14859
117085,18096
1334936,8854
2304078,13856
2181228,20475
1720130,1167
516192,15150
1244123,17531
168577,14083
493408,1433
2462113,23549
1690113,12339
859907,27226
1300759,19356
2005741,23487
674065,13376
595870,16117
2053064,3072
1607959,13201
1022653,6089
1328708,21295
1697078,24745
1874342,25173
2108500,25045
202667,15192
2496479,14185
1559022,14110
2218269,2892
1415805,11038
1421091,19063
1933656,25398
1240186,27060
1182475,10326
84389,6875
257630,19963
1459710,19341
2080743,7364
1254683,13430
1508393,1510
916704,12299
1045223,19735
2480144,18192
2296189,2394
150869,3540
583958,28145
2398013,11284
964630,27538
285547,2969
589499,1690
576990,7536
1140715,10490
832780,5259
642036,5495
2477513,25906
760481,19044
2184048,532
1582905,7686
1478543,6823
1887043,12076
306550,21797
634280,20248
830370,4426
1777696,10330
1398225,18538
229833,4539
1216387,3002
1637857,14284
191760,28178
147644,9077
2398509,15315
1672251,22949
1084964,9211
2188622,22812
974103,8149
2356860,21960
1600659,16699
1878798,13349
22842,4621
104899,4517
1254363,1589
2070271,8403
2137304,10452
1549026,5945
273267,10626
1389360,21382
132277,1439
2352972,13018
2424911,3100
706349,4260
910244,1244
1435252,22098
1771405,28499
2239213,2026
1533540,20292
1183174,5293
843260,25444
2147714,1019
441172,13005
2483744,10366
134068,7885
2534690,27751
2081447,17405
197897,23500
891954,17220
454959,2047
218859,18674
1821073,26776
2342639,5779
2212463,9949
1119468,20320
322451,21265
311611,20838
2174801,19092
2560583,18595
1271816,9707
269554,4187
30274,10170
2505235,15451
272264,21795
2571687,4859
2550711,20149
2418634,2945
2382844,8312
30270,20918
170870,6325
892545,4739
1025559,19097
1834137,2342
1481728,27918
2489480,18134
1617685,23584
2222827,27435
1539017,27407
493587,4695
718938,13975
446086,23852
560086,21877
1684539,6562
2025153,5528
323005,20455
1885932,1363
1520703,7602
1514852,21926
2539534,9427
1608708,13999
290916,3362
81478,15847
834612,840
353900,26107
29362,26264
1954597,636
1830265,2276
1583769,12482
277786,16534
2033070,10131
1866730,28531
1354943,27684
542657,4443
218926,14049
998165,27036
2613973,918
1299887,1691
828672,9212
222381,10732
2596745,26222
740695,4087
1344474,28488
156853,10876
183908,24948
2041435,3383
1884152,23684
2314206,3681
803945,22938
2032377,16301
642537,21731
486750,6741
1144139,18534
1814832,20374
111322,16775
71594,8440
587812,3527
1119268,28425
1211787,14127
1781408,3196
2245465,11152
456328,20075
872028,3292
2502462,14060
1910699,3108
788182,3482
137943,10108
620072,13491
2038778,5167
2568779,236
1762316,6761
1698718,20960
722394,4978
817349,27739
831475,2587
1438498,14052
1768495,23704
1476604,17277
2283630,19749
863757,16405
991497,5060
1207143,4080
2479307,27442
2210857,20046
1019660,7541
981656,8594
1158199,28731
2420505,20404
152858,13287
2060067,27075
1594764,157
428568,4340
742766,20461
1115828,8033
70328,24409
196349,22329
156848,15830
2080562,19099
2318245,27082
1938019,19495
1802979,19368
914508,2929
844207,19961
1028890,21897
688455,5797
918750,4562
2002276,58
1001461,25245
1161691,23676
1893017,25671
231025,8343
1011282,16807
2617574,10078
2128639,6972
1521914,11300
1578594,21616
1234392,12592
1491101,18257
44807,18967
216591,28301
2627190,8607
138034,23645
2461835,18680
1151483,9808
472734,17755
2352094,11985
242425,1484
2617503,27804
388468,21759
2426754,584
1163477,19404
2362548,19516
1054695,22074
1919108,27145
42072,10906
1816898,6172
793113,7084
948541,21989
2520206,15954
2111124,25254
472021,13728
91892,12106
291883,11475
1279667,1832
2005521,18975
1146649,3431
655601,10564
184765,20230
1176763,17419
1119063,10158
1909349,19443
2124351,2527
2291851,25003
1676941,5199
784208,17831
1352849,28176
2115386,27088
2327803,30
452667,8934
1249490,2582
1580032,20436
860723,15197
1640334,6940
722402,8564
962359,7388
530721,24547
743123,13461
